symbol,name,marketCap,sector,industry,country
BRK/A,Berkshire Hathaway Inc.,1125248027480.0,,,United States
BRK/B,Berkshire Hathaway Inc.,1118974938030.0,,,United States
BRKR,Bruker Corporation Common Stock,9091280386.0,Industrials,Biotechnology: Laboratory Analytical Instruments,United States
BRO,Brown & Brown Inc. Common Stock,20645459027.0,Finance,Specialty Insurers,United States
BROS,Dutch Bros Inc. Class A Common Stock,6713018346.0,Consumer Discretionary,Restaurants,United States
BRX,Brixmor Property Group Inc. Common Stock,8481950814.0,Real Estate,Real Estate Investment Trusts,United States
BRZE,Braze Inc. Class A Common Stock,2938429126.0,Technology,Computer Software: Prepackaged Software,United States
BSAC,Banco Santander - Chile ADS,16159255373.0,Finance,Commercial Banks,Chile
BSP,Bending Spoons S.p.A. Ordinary Shares,23841994952.0,Technology,Computer Software: Programming Data Processing,Italy
BSX,Boston Scientific Corporation Common Stock,64664621450.0,Health Care,Medical/Dental Instruments,United States
BSY,Bentley Systems Incorporated Class B Common Stock,9884479328.0,Technology,Computer Software: Prepackaged Software,United States
BTDR,Bitdeer Technologies Group Class A Ordinary Shares,3345639436.0,Finance,Finance: Consumer Services,Singapore
BTE,Baytex Energy Corp Common Shares,3246707040.0,Energy,Oil & Gas Production,Canada
BTG,B2Gold Corp Common shares (Canada),7067728577.0,Basic Materials,Precious Metals,Canada
BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,120654629047.0,Health Care, Medicinal Chemicals and Botanical Products ,United Kingdom
BTSG,BrightSpring Health Services Inc. Common Stock,11036867363.0,Health Care,Medical/Nursing Services,United States
BTU,Peabody Energy Corporation Common Stock ,3219379000.0,Energy,Coal Mining,United States
BTX,BlackRock Technology and Private Equity Term Trust Common Shares of Beneficial Interest,2117449643.0,,,United States
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),151972573141.0,Consumer Staples,Beverages (Production/Distribution),Belgium
BULL,Webull Corporation Class A Ordinary Shares,4134709370.0,Finance,Investment Bankers/Brokers/Service,United States
BURL,Burlington Stores Inc. Common Stock,16164234129.0,Consumer Discretionary,Department/Specialty Retail Stores,United States
BUSE,First Busey Corporation Class A Common Stock,2465736810.0,Finance,Major Banks,United States
BVC,BitVentures Limited Ordinary Shares,2105040000.0,Finance,Investment Managers,China
BVN,Buenaventura Mining Company Inc.,8488241095.0,Basic Materials,Metal Mining,Peru
BWA,BorgWarner Inc. Common Stock,12331997735.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
BWIN,The Baldwin Insurance Group Inc. Class A Common Stock,4443021938.0,Finance,Specialty Insurers,United States
BWLP,BW LPG Limited Common Shares,3870552600.0,Consumer Discretionary,Transportation Services,
BWXT,BWX Technologies Inc. Common Stock,12992912984.0,Industrials,Industrial Machinery/Components,United States
BX,Blackstone Inc. Common Stock,89527057347.0,Finance,Investment Managers,United States
BXMT,Blackstone Mortgage Trust Inc. Common Stock,2118592939.0,Real Estate,Real Estate Investment Trusts,United States
BXP,BXP Inc. Common Stock,9956494632.0,Real Estate,Real Estate Investment Trusts,United States
BYD,Boyd Gaming Corporation Common Stock,5212299400.0,Consumer Discretionary,Hotels/Resorts,United States
BZ,KANZHUN LIMITED American Depository Shares,6669030180.0,Technology,Computer Software: Programming Data Processing,China
C,Citigroup Inc. Common Stock,221304234781.0,Finance,Major Banks,United States
CAAP,Corporacion America Airports SA Common Shares,3920650335.0,Consumer Discretionary,Aerospace,
CACC,Credit Acceptance Corporation Common Stock,5762571375.0,Finance,Finance: Consumer Services,United States
CACI,CACI International Inc. Class A Common Stock,13628379478.0,Technology,EDP Services,United States
CAE,CAE Inc. Common Shares,7848026391.0,Miscellaneous,Industrial Machinery/Components,Canada
CAG,ConAgra Brands Inc. Common Stock,7095399438.0,Consumer Staples,Packaged Foods,United States
CAH,Cardinal Health Inc. Common Stock,51237136268.0,Health Care,Other Pharmaceuticals,United States
CAI,Caris Life Sciences Inc. Common Stock,8944137637.0,Health Care,Medical Specialities,United States
CAKE,Cheesecake Factory Incorporated (The) Common Stock,5195507796.0,Consumer Discretionary,Restaurants,United States
CALM,Cal-Maine Foods Inc. Common Stock,3365277148.0,Consumer Staples,Farming/Seeds/Milling,United States
CALX,Calix Inc Common Stock,2174776180.0,Consumer Discretionary,Telecommunications Equipment,United States
CALY,Callaway Golf Company Common Stock,2604468501.0,Consumer Discretionary,Recreational Games/Products/Toys,United States
CAMT,Camtek Ltd. Ordinary Shares,6845438145.0,Technology,Electronic Components,Israel
CAR,Avis Budget Group Inc. Common Stock,3732872425.0,Consumer Discretionary,Rental/Leasing Companies,United States
CARG,CarGurus Inc. Class A Common Stock ,2722976222.0,Technology,EDP Services,United States
CARR,Carrier Global Corporation Common Stock ,45420310641.0,Industrials,Industrial Machinery/Components,United States
CART,Maplebear Inc. Common Stock,9945242878.0,Consumer Discretionary,Business Services,United States
CASY,Casey's General Stores Inc. Common Stock,22076677351.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
CAT,Caterpillar Inc. Common Stock,373265203366.0,Industrials,Construction/Ag Equipment/Trucks,United States
CATY,Cathay General Bancorp Common Stock,4034184695.0,Finance,Major Banks,United States
CAVA,CAVA Group Inc. Common Stock,6202409114.0,Consumer Discretionary,Restaurants,United States
CB,Chubb Limited  Common Stock,129323970735.0,Finance,Property-Casualty Insurers,Switzerland
CBC,Central Bancompany Inc. Class A Common Stock,7513276022.0,Finance,Major Banks,United States
CBOE,Cboe Global Markets Inc. Common Stock,30064707313.0,Finance,Investment Bankers/Brokers/Service,
CBRE,CBRE Group Inc Common Stock Class A,39500966400.0,Finance,Real Estate,United States
CBRS,Cerebras Systems Inc. Class A Common Stock,48757643775.0,Technology,Semiconductors,United States
CBSH,Commerce Bancshares Inc. Common Stock,7973394775.0,Finance,Major Banks,United States
CBT,Cabot Corporation Common Stock,4068523352.0,Industrials,Major Chemicals,United States
CBU,Community Financial System Inc. Common Stock,3193259274.0,Finance,Major Banks,United States
CBZ,CBIZ Inc. Common Stock,2966063626.0,Consumer Discretionary,Business Services,United States
CC,Chemours Company (The) Common Stock,2218355186.0,Industrials,Major Chemicals,United States
CCC,CCC Intelligent Solutions Holdings Inc. Common Stock,3922704729.0,Technology,Computer Software: Prepackaged Software,United States
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,45257508746.0,Consumer Staples,Beverages (Production/Distribution),United Kingdom
CCI,Crown Castle Inc. Common Stock,29879735481.0,Real Estate,Real Estate Investment Trusts,United States
CCJ,Cameco Corporation Common Stock,39546394402.0,Basic Materials,Other Metals and Minerals,Canada
CCK,Crown Holdings Inc.,11934290872.0,Industrials,Containers/Packaging,United States
CCL,Carnival Corporation Ltd. Common Shares,29858350794.0,Consumer Discretionary,Marine Transportation,United States
CCU,Compania Cervecerias Unidas S.A. Common Stock,2056283483.0,Consumer Staples,Beverages (Production/Distribution),Chile
CCZ,Comcast Holdings ZONES,229490327176.0,Telecommunications,Cable & Other Pay Television Services,United States
CDE,Coeur Mining Inc. Common Stock,19859704161.0,Basic Materials,Precious Metals,United States
CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),2371744773.0,Consumer Discretionary,Marine Transportation,
CDNA,CareDx Inc. Common Stock,2809685651.0,Health Care,Medical Specialities,United States
CDNS,Cadence Design Systems Inc. Common Stock,85121222370.0,Technology,Computer Software: Prepackaged Software,United States
CDP,COPT Defense Properties Common Shares of Beneficial Interest,3829871167.0,Real Estate,Real Estate Investment Trusts,United States
CDW,CDW Corporation Common Stock,18272546984.0,Consumer Discretionary,Catalog/Specialty Distribution,United States
CE,Celanese Corporation Common Stock,5321725422.0,Industrials,Major Chemicals,United States
CECO,CECO Environmental Corp. Common Stock,4391858703.0,Industrials,Pollution Control Equipment,United States
CEG,Constellation Energy Corporation Common Stock ,93494631171.0,Utilities,Electric Utilities: Central,United States
CELC,Celcuity Inc. Common Stock,3914063321.0,Health Care,Medical Specialities,United States
CELH,Celsius Holdings Inc. Common Stock,7383562671.0,Consumer Staples,Beverages (Production/Distribution),United States
CENT,Central Garden & Pet Company Common Stock,2471781695.0,Consumer Discretionary,Consumer Specialties,United States
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,2138163148.0,Consumer Discretionary,Consumer Specialties,United States
CENX,Century Aluminum Company Common Stock,3842919712.0,Industrials,Aluminum,United States
CET,Central Securities Corporation Common Stock,13659902288.0,Finance,Finance/Investors Services,United States
CF,CF Industries Holdings Inc. Common Stock,18257432003.0,Industrials,Agricultural Chemicals,United States
CFG,Citizens Financial Group Inc. Common Stock,27212232273.0,Finance,Major Banks,United States
CFR,Cullen/Frost Bankers Inc. Common Stock,9587071574.0,Finance,Major Banks,United States
CG,The Carlyle Group Inc. Common Stock,14224805296.0,Finance,Investment Managers,United States
CGAU,Centerra Gold Inc. Common Shares,4515450358.0,Basic Materials,Precious Metals,Canada
CGNX,Cognex Corporation Common Stock,9788945366.0,Industrials,Industrial Machinery/Components,United States
CGON,CG Oncology Inc. Common stock,6502657910.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
CHD,Church & Dwight Company Inc. Common Stock,22776319150.0,Consumer Discretionary,Package Goods/Cosmetics,United States
CHDN,Churchill Downs Incorporated Common Stock,5608081552.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States
CHE,Chemed Corp,6510016874.0,Health Care,Medical/Nursing Services,United States
CHEF,The Chefs' Warehouse Inc. Common Stock,4442285478.0,Consumer Discretionary,Food Distributors,United States
CHH,Choice Hotels International Inc. Common Stock,4592038282.0,Consumer Discretionary,Hotels/Resorts,United States
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,14412525495.0,Technology,Computer Software: Prepackaged Software,Israel
CHRD,Chord Energy Corporation Common Stock,7532990932.0,Energy,Oil & Gas Production,United States
CHRN,ChronoScale Holdings Corporation Common Stock,2987024141.0,Industrials,Industrial Machinery/Components,United States
CHRW,C.H. Robinson Worldwide Inc. Common Stock,17489127785.0,Industrials,Integrated Freight & Logistics,United States
CHT,Chunghwa Telecom Co. Ltd.,35839403015.0,Telecommunications,Telecommunications Equipment,Taiwan
CHTR,Charter Communications Inc. Class A Common Stock New,13360881342.0,Telecommunications,Cable & Other Pay Television Services,United States
CHWY,Chewy Inc. Class A Common Stock,7455750469.0,Consumer Discretionary,Catalog/Specialty Distribution,United States
CHYM,Chime Financial Inc. Class A Common Stock,10017362037.0,Finance,Finance: Consumer Services,United States
CI,The Cigna Group Common Stock,70887795179.0,Health Care,Medical Specialities,United States
CIEN,Ciena Corporation Common Stock,50471072133.0,Utilities,Telecommunications Equipment,United States
CIFR,Cipher Digital Inc. Common Stock,7615813749.0,Finance,Finance: Consumer Services,United States
CIGI,Colliers International Group Inc. Subordinate Voting Shares,4666289896.0,Finance,Real Estate,Canada
CINF,Cincinnati Financial Corporation Common Stock,24950925776.0,Finance,Property-Casualty Insurers,United States
CL,Colgate-Palmolive Company Common Stock,68501061196.0,Consumer Discretionary,Package Goods/Cosmetics,United States
CLBT,Cellebrite DI Ltd. Ordinary Shares,2890422190.0,Technology,Computer Software: Prepackaged Software,Israel
CLDX,Celldex Therapeutics Inc.,2443839036.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
CLF,Cleveland-Cliffs Inc. Common Stock,7342850405.0,Basic Materials,Metal Mining,United States
CLH,Clean Harbors Inc. Common Stock,16530326711.0,Industrials,Environmental Services,United States
CLMT,Calumet Inc. Common Stock,4779905965.0,Energy,Integrated oil Companies,United States
CLOV,Clover Health Investments Corp. Class A Common Stock,2427384122.0,Health Care,Medical Specialities,United States
CLS,Celestica Inc. Common Stock,41601869037.0,Technology,Electrical Products,Canada
CLSK,CleanSpark Inc. Common Stock,3713574876.0,Finance,Finance: Consumer Services,United States
CLX,Clorox Company (The) Common Stock,10150948560.0,Consumer Discretionary,Specialty Chemicals,United States
CM,Canadian Imperial Bank of Commerce Common Stock,101191711580.0,Finance,Commercial Banks,Canada
CMBT,CMB.TECH NV Ordinary Shares,6054131717.0,Consumer Discretionary,Marine Transportation,
CMC,Commercial Metals Company Common Stock,7152969501.0,Industrials,Steel/Iron Ore,United States
CMCSA,Comcast Corporation Class A Common Stock,80021754721.0,Telecommunications,Cable & Other Pay Television Services,United States
CME,CME Group Inc. Class A Common Stock,97374064420.0,Finance,Investment Bankers/Brokers/Service,United States
CMG,Chipotle Mexican Grill Inc. Common Stock,41391822780.0,Consumer Discretionary,Restaurants,United States
CMI,Cummins Inc. Common Stock,72225673105.0,Industrials,Industrial Machinery/Components,United States
CMS,CMS Energy Corporation Common Stock,19802396138.0,Utilities,Power Generation,United States
CNA,CNA Financial Corporation Common Stock,12748009718.0,Finance,Property-Casualty Insurers,United States
CNC,Centene Corporation Common Stock,30667209600.0,Health Care,Medical Specialities,United States
CNH,CNH Industrial N.V. Common Shares,17018731923.0,Industrials,Construction/Ag Equipment/Trucks,United Kingdom
CNI,Canadian National Railway Company Common Stock,72183909000.0,Industrials,Railroads,Canada
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,4148485290.0,Consumer Discretionary,Movies/Entertainment,United States
CNM,Core & Main Inc. Class A Common Stock,8145525578.0,Consumer Discretionary,Durable Goods,United States
CNO,CNO Financial Group Inc. Common Stock,4998004461.0,Finance,Accident &Health Insurance,United States
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,24478045902.0,Utilities,Electric Utilities: Central,United States
CNQ,Canadian Natural Resources Limited Common Stock,98559537600.0,Energy,Oil & Gas Production,Canada
CNR,Core Natural Resources Inc. Common Stock,4573981083.0,Energy,Coal Mining,United States
